country	subject	sex	measure	frequency	year	value
Netherlands	PISASCIENCE	GIRL	MEANSCORE	A	2009	520
Netherlands	PISASCIENCE	GIRL	MEANSCORE	A	2012	520
Netherlands	PISASCIENCE	GIRL	MEANSCORE	A	2015	507
New Zealand	PISASCIENCE	BOY	MEANSCORE	A	2006	528
New Zealand	PISASCIENCE	BOY	MEANSCORE	A	2009	529
New Zealand	PISASCIENCE	BOY	MEANSCORE	A	2012	518
New Zealand	PISASCIENCE	BOY	MEANSCORE	A	2015	516
New Zealand	PISASCIENCE	GIRL	MEANSCORE	A	2006	532
New Zealand	PISASCIENCE	GIRL	MEANSCORE	A	2009	535
New Zealand	PISASCIENCE	GIRL	MEANSCORE	A	2012	513
New Zealand	PISASCIENCE	GIRL	MEANSCORE	A	2015	511
Norway	PISASCIENCE	BOY	MEANSCORE	A	2006	484
Norway	PISASCIENCE	BOY	MEANSCORE	A	2009	498
Norway	PISASCIENCE	BOY	MEANSCORE	A	2012	493
Norway	PISASCIENCE	BOY	MEANSCORE	A	2015	500
Norway	PISASCIENCE	GIRL	MEANSCORE	A	2006	489
Norway	PISASCIENCE	GIRL	MEANSCORE	A	2009	502
Norway	PISASCIENCE	GIRL	MEANSCORE	A	2012	496
Norway	PISASCIENCE	GIRL	MEANSCORE	A	2015	497
Poland	PISASCIENCE	BOY	MEANSCORE	A	2006	500
Poland	PISASCIENCE	BOY	MEANSCORE	A	2009	505
Poland	PISASCIENCE	BOY	MEANSCORE	A	2012	524
Poland	PISASCIENCE	BOY	MEANSCORE	A	2015	504
Poland	PISASCIENCE	GIRL	MEANSCORE	A	2006	496
Poland	PISASCIENCE	GIRL	MEANSCORE	A	2009	511
Poland	PISASCIENCE	GIRL	MEANSCORE	A	2012	527
Poland	PISASCIENCE	GIRL	MEANSCORE	A	2015	498
Portugal	PISASCIENCE	BOY	MEANSCORE	A	2006	477
Portugal	PISASCIENCE	BOY	MEANSCORE	A	2009	491
Portugal	PISASCIENCE	BOY	MEANSCORE	A	2012	488
Portugal	PISASCIENCE	BOY	MEANSCORE	A	2015	506
Portugal	PISASCIENCE	GIRL	MEANSCORE	A	2006	472
Portugal	PISASCIENCE	GIRL	MEANSCORE	A	2009	495
Portugal	PISASCIENCE	GIRL	MEANSCORE	A	2012	490
Portugal	PISASCIENCE	GIRL	MEANSCORE	A	2015	496
Slovakia	PISASCIENCE	BOY	MEANSCORE	A	2006	491
Slovakia	PISASCIENCE	BOY	MEANSCORE	A	2009	490
Slovakia	PISASCIENCE	BOY	MEANSCORE	A	2012	475
Slovakia	PISASCIENCE	BOY	MEANSCORE	A	2015	460
Slovakia	PISASCIENCE	GIRL	MEANSCORE	A	2006	485
Slovakia	PISASCIENCE	GIRL	MEANSCORE	A	2009	491
Slovakia	PISASCIENCE	GIRL	MEANSCORE	A	2012	467
Slovakia	PISASCIENCE	GIRL	MEANSCORE	A	2015	461
Spain	PISASCIENCE	BOY	MEANSCORE	A	2006	491
Spain	PISASCIENCE	BOY	MEANSCORE	A	2009	492
Spain	PISASCIENCE	BOY	MEANSCORE	A	2012	500
Spain	PISASCIENCE	BOY	MEANSCORE	A	2015	496
Spain	PISASCIENCE	GIRL	MEANSCORE	A	2006	486
Spain	PISASCIENCE	GIRL	MEANSCORE	A	2009	485
Spain	PISASCIENCE	GIRL	MEANSCORE	A	2012	493
Spain	PISASCIENCE	GIRL	MEANSCORE	A	2015	489
Sweden	PISASCIENCE	BOY	MEANSCORE	A	2006	504
Sweden	PISASCIENCE	BOY	MEANSCORE	A	2009	493
Sweden	PISASCIENCE	BOY	MEANSCORE	A	2012	481
Sweden	PISASCIENCE	BOY	MEANSCORE	A	2015	491
Sweden	PISASCIENCE	GIRL	MEANSCORE	A	2006	503
Sweden	PISASCIENCE	GIRL	MEANSCORE	A	2009	497
Sweden	PISASCIENCE	GIRL	MEANSCORE	A	2012	489
Sweden	PISASCIENCE	GIRL	MEANSCORE	A	2015	496
Switzerland	PISASCIENCE	BOY	MEANSCORE	A	2006	514
Switzerland	PISASCIENCE	BOY	MEANSCORE	A	2009	520
Switzerland	PISASCIENCE	BOY	MEANSCORE	A	2012	518
Switzerland	PISASCIENCE	BOY	MEANSCORE	A	2015	508
Switzerland	PISASCIENCE	GIRL	MEANSCORE	A	2006	509
Switzerland	PISASCIENCE	GIRL	MEANSCORE	A	2009	512
Switzerland	PISASCIENCE	GIRL	MEANSCORE	A	2012	512
Switzerland	PISASCIENCE	GIRL	MEANSCORE	A	2015	502
Turkey	PISASCIENCE	BOY	MEANSCORE	A	2006	418
Turkey	PISASCIENCE	BOY	MEANSCORE	A	2009	448
Turkey	PISASCIENCE	BOY	MEANSCORE	A	2012	458
Turkey	PISASCIENCE	BOY	MEANSCORE	A	2015	422
Turkey	PISASCIENCE	GIRL	MEANSCORE	A	2006	430
Turkey	PISASCIENCE	GIRL	MEANSCORE	A	2009	460
Turkey	PISASCIENCE	GIRL	MEANSCORE	A	2012	469
Turkey	PISASCIENCE	GIRL	MEANSCORE	A	2015	429
United Kingdom	PISASCIENCE	BOY	MEANSCORE	A	2006	520
United Kingdom	PISASCIENCE	BOY	MEANSCORE	A	2009	519
United Kingdom	PISASCIENCE	BOY	MEANSCORE	A	2012	521
United Kingdom	PISASCIENCE	BOY	MEANSCORE	A	2015	510
United Kingdom	PISASCIENCE	GIRL	MEANSCORE	A	2006	510
United Kingdom	PISASCIENCE	GIRL	MEANSCORE	A	2009	509
United Kingdom	PISASCIENCE	GIRL	MEANSCORE	A	2012	508
United Kingdom	PISASCIENCE	GIRL	MEANSCORE	A	2015	509
United States	PISASCIENCE	BOY	MEANSCORE	A	2006	489
United States	PISASCIENCE	BOY	MEANSCORE	A	2009	509
United States	PISASCIENCE	BOY	MEANSCORE	A	2012	497
United States	PISASCIENCE	BOY	MEANSCORE	A	2015	500
United States	PISASCIENCE	GIRL	MEANSCORE	A	2006	489
United States	PISASCIENCE	GIRL	MEANSCORE	A	2009	495
United States	PISASCIENCE	GIRL	MEANSCORE	A	2012	498
United States	PISASCIENCE	GIRL	MEANSCORE	A	2015	493
Brazil	PISASCIENCE	BOY	MEANSCORE	A	2006	395
Brazil	PISASCIENCE	BOY	MEANSCORE	A	2009	407
Brazil	PISASCIENCE	BOY	MEANSCORE	A	2012	406
Brazil	PISASCIENCE	BOY	MEANSCORE	A	2015	403
Brazil	PISASCIENCE	GIRL	MEANSCORE	A	2006	386
Brazil	PISASCIENCE	GIRL	MEANSCORE	A	2009	404
Brazil	PISASCIENCE	GIRL	MEANSCORE	A	2012	404
Brazil	PISASCIENCE	GIRL	MEANSCORE	A	2015	399
Chile	PISASCIENCE	BOY	MEANSCORE	A	2006	448
Chile	PISASCIENCE	BOY	MEANSCORE	A	2009	452
Chile	PISASCIENCE	BOY	MEANSCORE	A	2012	448
Chile	PISASCIENCE	BOY	MEANSCORE	A	2015	454
Chile	PISASCIENCE	GIRL	MEANSCORE	A	2006	426
Chile	PISASCIENCE	GIRL	MEANSCORE	A	2009	443
Chile	PISASCIENCE	GIRL	MEANSCORE	A	2012	442
Chile	PISASCIENCE	GIRL	MEANSCORE	A	2015	440
Estonia	PISASCIENCE	BOY	MEANSCORE	A	2006	530
Estonia	PISASCIENCE	BOY	MEANSCORE	A	2009	527
Estonia	PISASCIENCE	BOY	MEANSCORE	A	2012	540
Estonia	PISASCIENCE	BOY	MEANSCORE	A	2015	536
Estonia	PISASCIENCE	GIRL	MEANSCORE	A	2006	533
Estonia	PISASCIENCE	GIRL	MEANSCORE	A	2009	528
Estonia	PISASCIENCE	GIRL	MEANSCORE	A	2012	543
Estonia	PISASCIENCE	GIRL	MEANSCORE	A	2015	533
Indonesia	PISASCIENCE	BOY	MEANSCORE	A	2006	399
Indonesia	PISASCIENCE	BOY	MEANSCORE	A	2009	378
Indonesia	PISASCIENCE	BOY	MEANSCORE	A	2012	380
Indonesia	PISASCIENCE	BOY	MEANSCORE	A	2015	401
Indonesia	PISASCIENCE	GIRL	MEANSCORE	A	2006	387
Indonesia	PISASCIENCE	GIRL	MEANSCORE	A	2009	387
Indonesia	PISASCIENCE	GIRL	MEANSCORE	A	2012	383
Indonesia	PISASCIENCE	GIRL	MEANSCORE	A	2015	405
Israel	PISASCIENCE	BOY	MEANSCORE	A	2006	456
Israel	PISASCIENCE	BOY	MEANSCORE	A	2009	453
Israel	PISASCIENCE	BOY	MEANSCORE	A	2012	470
Israel	PISASCIENCE	BOY	MEANSCORE	A	2015	469
Israel	PISASCIENCE	GIRL	MEANSCORE	A	2006	452
Israel	PISASCIENCE	GIRL	MEANSCORE	A	2009	456
Israel	PISASCIENCE	GIRL	MEANSCORE	A	2012	470
Israel	PISASCIENCE	GIRL	MEANSCORE	A	2015	464
Russia	PISASCIENCE	BOY	MEANSCORE	A	2009	477
Russia	PISASCIENCE	BOY	MEANSCORE	A	2012	484
Russia	PISASCIENCE	BOY	MEANSCORE	A	2015	489
Russia	PISASCIENCE	GIRL	MEANSCORE	A	2009	480
Russia	PISASCIENCE	GIRL	MEANSCORE	A	2012	489
Russia	PISASCIENCE	GIRL	MEANSCORE	A	2015	485
Slovenia	PISASCIENCE	BOY	MEANSCORE	A	2006	515
Slovenia	PISASCIENCE	BOY	MEANSCORE	A	2009	505
Slovenia	PISASCIENCE	BOY	MEANSCORE	A	2012	510
Slovenia	PISASCIENCE	BOY	MEANSCORE	A	2015	510
Slovenia	PISASCIENCE	GIRL	MEANSCORE	A	2006	523
Slovenia	PISASCIENCE	GIRL	MEANSCORE	A	2009	519
Slovenia	PISASCIENCE	GIRL	MEANSCORE	A	2012	519
Slovenia	PISASCIENCE	GIRL	MEANSCORE	A	2015	516
OAVG	PISASCIENCE	BOY	MEANSCORE	A	2006	499
OAVG	PISASCIENCE	BOY	MEANSCORE	A	2009	501
OAVG	PISASCIENCE	BOY	MEANSCORE	A	2012	502
OAVG	PISASCIENCE	BOY	MEANSCORE	A	2015	495
OAVG	PISASCIENCE	GIRL	MEANSCORE	A	2006	497
OAVG	PISASCIENCE	GIRL	MEANSCORE	A	2009	501
OAVG	PISASCIENCE	GIRL	MEANSCORE	A	2012	500
OAVG	PISASCIENCE	GIRL	MEANSCORE	A	2015	491
Latvia	PISASCIENCE	BOY	MEANSCORE	A	2015	485
Latvia	PISASCIENCE	GIRL	MEANSCORE	A	2015	496
Australia	PISASCIENCE	TOT	MEANSCORE	A	2006	527
Australia	PISASCIENCE	TOT	MEANSCORE	A	2009	527
Australia	PISASCIENCE	TOT	MEANSCORE	A	2012	521
Australia	PISASCIENCE	TOT	MEANSCORE	A	2015	510
Austria	PISASCIENCE	TOT	MEANSCORE	A	2006	511
Austria	PISASCIENCE	TOT	MEANSCORE	A	2012	506
Austria	PISASCIENCE	TOT	MEANSCORE	A	2015	495
Belgium	PISASCIENCE	TOT	MEANSCORE	A	2006	510
Belgium	PISASCIENCE	TOT	MEANSCORE	A	2009	507
Belgium	PISASCIENCE	TOT	MEANSCORE	A	2012	505
Belgium	PISASCIENCE	TOT	MEANSCORE	A	2015	502
Canada	PISASCIENCE	TOT	MEANSCORE	A	2006	534
Canada	PISASCIENCE	TOT	MEANSCORE	A	2009	529
Canada	PISASCIENCE	TOT	MEANSCORE	A	2012	525
Canada	PISASCIENCE	TOT	MEANSCORE	A	2015	528
Czech Republic	PISASCIENCE	TOT	MEANSCORE	A	2006	513
Czech Republic	PISASCIENCE	TOT	MEANSCORE	A	2009	500
Czech Republic	PISASCIENCE	TOT	MEANSCORE	A	2012	508
Czech Republic	PISASCIENCE	TOT	MEANSCORE	A	2015	493
Denmark	PISASCIENCE	TOT	MEANSCORE	A	2006	496
Denmark	PISASCIENCE	TOT	MEANSCORE	A	2009	499
Denmark	PISASCIENCE	TOT	MEANSCORE	A	2012	498
Denmark	PISASCIENCE	TOT	MEANSCORE	A	2015	502
Finland	PISASCIENCE	TOT	MEANSCORE	A	2006	563
Finland	PISASCIENCE	TOT	MEANSCORE	A	2009	554
Finland	PISASCIENCE	TOT	MEANSCORE	A	2012	545
Finland	PISASCIENCE	TOT	MEANSCORE	A	2015	531
France	PISASCIENCE	TOT	MEANSCORE	A	2006	495
France	PISASCIENCE	TOT	MEANSCORE	A	2009	498
France	PISASCIENCE	TOT	MEANSCORE	A	2012	499
France	PISASCIENCE	TOT	MEANSCORE	A	2015	495
Germany	PISASCIENCE	TOT	MEANSCORE	A	2006	516
Germany	PISASCIENCE	TOT	MEANSCORE	A	2009	520
Germany	PISASCIENCE	TOT	MEANSCORE	A	2012	524
Germany	PISASCIENCE	TOT	MEANSCORE	A	2015	509
Greece	PISASCIENCE	TOT	MEANSCORE	A	2006	473
Greece	PISASCIENCE	TOT	MEANSCORE	A	2009	470
Greece	PISASCIENCE	TOT	MEANSCORE	A	2012	467
Greece	PISASCIENCE	TOT	MEANSCORE	A	2015	455
Hungary	PISASCIENCE	TOT	MEANSCORE	A	2006	504
Hungary	PISASCIENCE	TOT	MEANSCORE	A	2009	503
Hungary	PISASCIENCE	TOT	MEANSCORE	A	2012	494
Hungary	PISASCIENCE	TOT	MEANSCORE	A	2015	477
Iceland	PISASCIENCE	TOT	MEANSCORE	A	2006	491
Iceland	PISASCIENCE	TOT	MEANSCORE	A	2009	496
Iceland	PISASCIENCE	TOT	MEANSCORE	A	2012	478
Iceland	PISASCIENCE	TOT	MEANSCORE	A	2015	473
Ireland	PISASCIENCE	TOT	MEANSCORE	A	2006	508
Ireland	PISASCIENCE	TOT	MEANSCORE	A	2009	508
Ireland	PISASCIENCE	TOT	MEANSCORE	A	2012	522
Ireland	PISASCIENCE	TOT	MEANSCORE	A	2015	503
Italy	PISASCIENCE	TOT	MEANSCORE	A	2006	475
Italy	PISASCIENCE	TOT	MEANSCORE	A	2009	489
Italy	PISASCIENCE	TOT	MEANSCORE	A	2012	494
Italy	PISASCIENCE	TOT	MEANSCORE	A	2015	481
Japan	PISASCIENCE	TOT	MEANSCORE	A	2006	531
Japan	PISASCIENCE	TOT	MEANSCORE	A	2009	539
Japan	PISASCIENCE	TOT	MEANSCORE	A	2012	547
Japan	PISASCIENCE	TOT	MEANSCORE	A	2015	538
Korea	PISASCIENCE	TOT	MEANSCORE	A	2006	522
Korea	PISASCIENCE	TOT	MEANSCORE	A	2009	538
Korea	PISASCIENCE	TOT	MEANSCORE	A	2012	538
Korea	PISASCIENCE	TOT	MEANSCORE	A	2015	516
Luxembourg	PISASCIENCE	TOT	MEANSCORE	A	2006	486
Luxembourg	PISASCIENCE	TOT	MEANSCORE	A	2009	484
Luxembourg	PISASCIENCE	TOT	MEANSCORE	A	2012	491
Luxembourg	PISASCIENCE	TOT	MEANSCORE	A	2015	483
Mexico	PISASCIENCE	TOT	MEANSCORE	A	2006	410
Mexico	PISASCIENCE	TOT	MEANSCORE	A	2009	416
Mexico	PISASCIENCE	TOT	MEANSCORE	A	2012	415
Mexico	PISASCIENCE	TOT	MEANSCORE	A	2015	416
Netherlands	PISASCIENCE	TOT	MEANSCORE	A	2006	525
Netherlands	PISASCIENCE	TOT	MEANSCORE	A	2009	522
Netherlands	PISASCIENCE	TOT	MEANSCORE	A	2012	522
Netherlands	PISASCIENCE	TOT	MEANSCORE	A	2015	509
New Zealand	PISASCIENCE	TOT	MEANSCORE	A	2006	530
New Zealand	PISASCIENCE	TOT	MEANSCORE	A	2009	532
New Zealand	PISASCIENCE	TOT	MEANSCORE	A	2012	516
New Zealand	PISASCIENCE	TOT	MEANSCORE	A	2015	513
Norway	PISASCIENCE	TOT	MEANSCORE	A	2006	487
Norway	PISASCIENCE	TOT	MEANSCORE	A	2009	500
Norway	PISASCIENCE	TOT	MEANSCORE	A	2012	495
Norway	PISASCIENCE	TOT	MEANSCORE	A	2015	498
Poland	PISASCIENCE	TOT	MEANSCORE	A	2006	498
Poland	PISASCIENCE	TOT	MEANSCORE	A	2009	508
Poland	PISASCIENCE	TOT	MEANSCORE	A	2012	526
Poland	PISASCIENCE	TOT	MEANSCORE	A	2015	501
Portugal	PISASCIENCE	TOT	MEANSCORE	A	2006	474
Portugal	PISASCIENCE	TOT	MEANSCORE	A	2009	493
Portugal	PISASCIENCE	TOT	MEANSCORE	A	2012	489
Portugal	PISASCIENCE	TOT	MEANSCORE	A	2015	501
Slovakia	PISASCIENCE	TOT	MEANSCORE	A	2006	488
Slovakia	PISASCIENCE	TOT	MEANSCORE	A	2009	490
Slovakia	PISASCIENCE	TOT	MEANSCORE	A	2012	471
Slovakia	PISASCIENCE	TOT	MEANSCORE	A	2015	461
Spain	PISASCIENCE	TOT	MEANSCORE	A	2006	488
Spain	PISASCIENCE	TOT	MEANSCORE	A	2009	488
Spain	PISASCIENCE	TOT	MEANSCORE	A	2012	496
Spain	PISASCIENCE	TOT	MEANSCORE	A	2015	493
Sweden	PISASCIENCE	TOT	MEANSCORE	A	2006	503
Sweden	PISASCIENCE	TOT	MEANSCORE	A	2009	495
Sweden	PISASCIENCE	TOT	MEANSCORE	A	2012	485
Sweden	PISASCIENCE	TOT	MEANSCORE	A	2015	493
Switzerland	PISASCIENCE	TOT	MEANSCORE	A	2006	512
Switzerland	PISASCIENCE	TOT	MEANSCORE	A	2009	517
Switzerland	PISASCIENCE	TOT	MEANSCORE	A	2012	515
Switzerland	PISASCIENCE	TOT	MEANSCORE	A	2015	506
Turkey	PISASCIENCE	TOT	MEANSCORE	A	2006	424
Turkey	PISASCIENCE	TOT	MEANSCORE	A	2009	454
Turkey	PISASCIENCE	TOT	MEANSCORE	A	2012	463
Turkey	PISASCIENCE	TOT	MEANSCORE	A	2015	425
United Kingdom	PISASCIENCE	TOT	MEANSCORE	A	2006	515
United Kingdom	PISASCIENCE	TOT	MEANSCORE	A	2009	514
United Kingdom	PISASCIENCE	TOT	MEANSCORE	A	2012	514
United Kingdom	PISASCIENCE	TOT	MEANSCORE	A	2015	509
United States	PISASCIENCE	TOT	MEANSCORE	A	2006	489
United States	PISASCIENCE	TOT	MEANSCORE	A	2009	502
United States	PISASCIENCE	TOT	MEANSCORE	A	2012	497
United States	PISASCIENCE	TOT	MEANSCORE	A	2015	496
Brazil	PISASCIENCE	TOT	MEANSCORE	A	2006	390
Brazil	PISASCIENCE	TOT	MEANSCORE	A	2009	405
Brazil	PISASCIENCE	TOT	MEANSCORE	A	2012	402
Brazil	PISASCIENCE	TOT	MEANSCORE	A	2015	401
Chile	PISASCIENCE	TOT	MEANSCORE	A	2006	438
Chile	PISASCIENCE	TOT	MEANSCORE	A	2009	447
Chile	PISASCIENCE	TOT	MEANSCORE	A	2012	445
Chile	PISASCIENCE	TOT	MEANSCORE	A	2015	447
Estonia	PISASCIENCE	TOT	MEANSCORE	A	2006	531
Estonia	PISASCIENCE	TOT	MEANSCORE	A	2009	528
Estonia	PISASCIENCE	TOT	MEANSCORE	A	2012	541
Estonia	PISASCIENCE	TOT	MEANSCORE	A	2015	534
Indonesia	PISASCIENCE	TOT	MEANSCORE	A	2006	393
Indonesia	PISASCIENCE	TOT	MEANSCORE	A	2009	383
Indonesia	PISASCIENCE	TOT	MEANSCORE	A	2012	382
Indonesia	PISASCIENCE	TOT	MEANSCORE	A	2015	403
Israel	PISASCIENCE	TOT	MEANSCORE	A	2006	454
Israel	PISASCIENCE	TOT	MEANSCORE	A	2009	455
Israel	PISASCIENCE	TOT	MEANSCORE	A	2012	470
Israel	PISASCIENCE	TOT	MEANSCORE	A	2015	467
Latvia	PISASCIENCE	TOT	MEANSCORE	A	2006	490
Latvia	PISASCIENCE	TOT	MEANSCORE	A	2009	494
Latvia	PISASCIENCE	TOT	MEANSCORE	A	2012	502
Latvia	PISASCIENCE	TOT	MEANSCORE	A	2015	490
Russia	PISASCIENCE	TOT	MEANSCORE	A	2006	478
Russia	PISASCIENCE	TOT	MEANSCORE	A	2009	486
Russia	PISASCIENCE	TOT	MEANSCORE	A	2012	487
Singapore	PISASCIENCE	BOY	MEANSCORE	A	2015	559
Singapore	PISASCIENCE	GIRL	MEANSCORE	A	2015	552
Slovenia	PISASCIENCE	TOT	MEANSCORE	A	2006	519
Slovenia	PISASCIENCE	TOT	MEANSCORE	A	2009	512
Slovenia	PISASCIENCE	TOT	MEANSCORE	A	2012	514
Slovenia	PISASCIENCE	TOT	MEANSCORE	A	2015	513
OAVG	PISASCIENCE	TOT	MEANSCORE	A	2006	498
OAVG	PISASCIENCE	TOT	MEANSCORE	A	2009	501
OAVG	PISASCIENCE	TOT	MEANSCORE	A	2012	501
OAVG	PISASCIENCE	TOT	MEANSCORE	A	2015	493
Colombia	PISASCIENCE	TOT	MEANSCORE	A	2015	416
Colombia	PISASCIENCE	BOY	MEANSCORE	A	2015	421
Colombia	PISASCIENCE	GIRL	MEANSCORE	A	2015	411
Hong Kong	PISASCIENCE	TOT	MEANSCORE	A	2015	523
Hong Kong	PISASCIENCE	BOY	MEANSCORE	A	2015	523
Hong Kong	PISASCIENCE	GIRL	MEANSCORE	A	2015	524
Peru	PISASCIENCE	TOT	MEANSCORE	A	2015	397
Peru	PISASCIENCE	BOY	MEANSCORE	A	2015	402
Peru	PISASCIENCE	GIRL	MEANSCORE	A	2015	392
Singapore	PISASCIENCE	TOT	MEANSCORE	A	2015	556
Chinese Taipei	PISASCIENCE	TOT	MEANSCORE	A	2015	532
Chinese Taipei	PISASCIENCE	BOY	MEANSCORE	A	2015	535
Chinese Taipei	PISASCIENCE	GIRL	MEANSCORE	A	2015	530
Macauau	PISASCIENCE	TOT	MEANSCORE	A	2015	529
Macauau	PISASCIENCE	BOY	MEANSCORE	A	2015	525
Macauau	PISASCIENCE	GIRL	MEANSCORE	A	2015	532
